ID,Tag,Reputation,Answers,Username,Views,Upvotes
287640,o,200.0,5.0,106790,19508.0,14.0
85876,a,169.0,1.0,11708,4882.0,2.0
445250,p,68.0,2.0,108962,939.0,3.0
12766,c,3060.0,3.0,59714,3224.0,6.0
201166,p,5389.0,1.0,126954,15120.0,96.0
56275,i,87.0,1.0,1407,7841.0,12.0
313974,s,10332.0,2.0,12788,49238.0,542.0
238508,c,0.0,11.0,163888,17467.0,2.0
112243,j,0.0,4.0,163410,70172.0,3.0
216064,h,831.0,1.0,60766,781.0,5.0
140850,a,126.0,4.0,101284,1481.0,1.0
201354,h,1147.0,2.0,65828,220.0,22.0
70872,p,562.0,0.0,164567,1591.0,1.0
255898,i,1526.0,1.0,112249,604.0,1.0
360850,c,1237.0,1.0,100916,28587.0,18.0
131578,c,982.0,4.0,39317,134702.0,211.0
343208,c,4173.0,7.0,39730,22749.0,88.0
178024,j,96.0,5.0,118165,870.0,2.0
174448,j,4614.0,5.0,36805,66778.0,1967.0
72361,j,3223.0,2.0,102065,21666.0,113.0
414530,c,13643.0,4.0,97999,3741.0,59.0
41186,a,16.0,3.0,140271,1272.0,5.0
162407,j,32980.0,5.0,76778,86821.0,3911.0
231717,s,241.0,5.0,23500,15631.0,3.0
116054,r,770.0,5.0,94699,1960.0,7.0
323336,s,762.0,2.0,125283,9636.0,18.0
130798,i,3915.0,2.0,89382,1365.0,34.0
269505,c,1155.0,2.0,151766,5051.0,14.0
397722,h,20693.0,13.0,48049,337103.0,4655.0
109811,i,18746.0,3.0,108261,15385.0,599.0
302587,o,6390.0,4.0,117561,42357.0,389.0
324314,r,335.0,3.0,130799,39377.0,42.0
462520,c,418.0,1.0,22817,10015.0,47.0
130744,h,24.0,1.0,97803,266.0,1.0
412449,a,128.0,3.0,68381,113.0,0.0
80401,i,349.0,1.0,103050,2004.0,3.0
210771,p,204.0,1.0,42541,2990.0,8.0
360555,c,89.0,3.0,93547,5613.0,10.0
159962,a,2940.0,19.0,127953,176106.0,353.0
332456,i,4421.0,12.0,105746,100935.0,283.0
263546,j,373.0,2.0,125734,61915.0,58.0
294751,j,271634.0,6.0,59375,41594.0,9169.0
455131,h,13725.0,11.0,20591,9407.0,98.0
425367,c,2869.0,4.0,118487,99753.0,250.0
21703,h,224.0,3.0,171063,38079.0,17.0
345458,s,352.0,6.0,105085,31060.0,14.0
31006,h,31.0,2.0,96196,55065.0,2.0
221469,i,160.0,1.0,145822,2878.0,2.0
412642,c,157.0,1.0,87197,769.0,45.0
258062,c,3676.0,2.0,107456,6578.0,32.0
375012,j,459.0,2.0,85136,9628.0,6.0
410200,p,148.0,2.0,118613,13909.0,12.0
114242,a,31.0,1.0,34840,151.0,1.0
15399,j,529.0,3.0,107666,7174.0,6.0
418968,i,1265.0,3.0,28296,33836.0,119.0
471348,r,8.0,1.0,167015,2336.0,7.0
215398,j,782.0,7.0,109464,73476.0,50.0
53654,j,171.0,3.0,20949,98971.0,53.0
126747,c,16402.0,1.0,59362,6877.0,156.0
216080,j,233.0,2.0,92445,45.0,2.0
290902,j,52.0,1.0,65927,244.0,2.0
35232,c,944.0,4.0,136027,5229.0,12.0
421089,i,1141.0,7.0,4995,9911.0,37.0
55580,j,312.0,8.0,82526,39257.0,37.0
49429,h,114.0,3.0,47800,679.0,1.0
86479,p,81.0,14.0,38054,19466.0,15.0
182578,o,391.0,3.0,61864,10855.0,19.0
380615,a,89.0,2.0,7653,6626.0,46.0
81169,j,1269.0,2.0,76506,78524.0,66.0
404295,r,1293.0,3.0,6533,2107.0,2.0
7886,j,1161.0,22.0,48588,467407.0,402.0
224027,c,5880.0,26.0,9087,192021.0,1508.0
426653,h,805.0,3.0,131080,260.0,1.0
66774,c,1454.0,3.0,60456,2279.0,4.0
146154,p,109.0,4.0,399,1409.0,8.0
270025,c,38.0,5.0,19664,255.0,12.0
384026,h,764.0,4.0,113571,26313.0,99.0
144853,j,22072.0,2.0,161124,1158.0,30.0
133554,c,48.0,2.0,159149,7228.0,4.0
436563,c,353.0,1.0,112071,3100.0,9.0
149558,p,31.0,1.0,165357,1826.0,3.0
421488,c,10152.0,3.0,15185,2207.0,29.0
68323,o,14158.0,3.0,110013,7343.0,151.0
38030,j,796.0,2.0,140811,315.0,4.0
281836,h,2480.0,2.0,82167,4450.0,17.0
450978,c,41608.0,4.0,46882,26309.0,1201.0
120130,p,516.0,2.0,117113,7635.0,17.0
236932,i,53.0,1.0,44168,8236.0,59.0
176304,j,32.0,2.0,119632,26969.0,1511.0
300321,c,131.0,2.0,27418,1944.0,5.0
111880,a,7.0,5.0,146790,67.0,4.0
182928,c,69426.0,5.0,88715,6140.0,359.0
257448,c,108.0,3.0,70352,14190.0,3.0
317353,c,401.0,6.0,45302,77237.0,24.0
69483,h,671.0,1.0,9034,1827.0,8.0
232984,h,11415.0,3.0,142206,16507.0,282.0
56574,h,179.0,8.0,11228,23204.0,15.0
389368,h,3746.0,9.0,31513,170381.0,670.0
277847,p,27.0,2.0,45704,3496.0,14.0
355460,c,3594.0,9.0,101097,51588.0,192.0
172840,i,757.0,9.0,167550,199536.0,248.0
246685,i,695.0,6.0,6085,26005.0,71.0
454058,s,6.0,1.0,54376,4715.0,4.0
368441,h,26978.0,8.0,46646,20253.0,531.0
462211,i,2818.0,5.0,77155,979.0,11.0
323658,c,655.0,5.0,73937,82758.0,100.0
164786,i,853.0,9.0,40242,96334.0,258.0
137146,c,140.0,3.0,54376,22079.0,6.0
278720,s,697.0,7.0,47401,39476.0,20.0
400290,c,1710.0,7.0,151591,9408.0,21.0
280156,a,889.0,8.0,131455,31139.0,41.0
178708,s,6310.0,2.0,11695,7108.0,26.0
457516,r,16507.0,1.0,89241,1847.0,39.0
326113,r,18209.0,2.0,130137,3426.0,59.0
80940,a,925.0,2.0,98515,2412.0,36.0
264104,i,270.0,10.0,45203,23710.0,17.0
187867,i,15572.0,2.0,87857,3420.0,62.0
387560,j,26212.0,7.0,107944,14818.0,306.0
143980,i,503.0,1.0,35893,834.0,4.0
343291,i,5571.0,9.0,7578,19112.0,166.0
136289,i,36.0,2.0,38940,7415.0,6.0
329695,c,3053.0,2.0,149873,13867.0,43.0
409350,i,1.0,2.0,18238,10217.0,5.0
409913,p,9539.0,3.0,18526,6913.0,68.0
135252,i,2489.0,2.0,140943,23691.0,136.0
4822,c,858.0,10.0,71242,49589.0,39.0
111772,i,1486.0,1.0,75220,1545.0,5.0
366336,o,1111.0,1.0,90543,1634.0,6.0
423895,j,6829.0,5.0,21937,24579.0,182.0
141038,c,740.0,3.0,69466,23201.0,51.0
304106,h,24025.0,3.0,9498,3633.0,103.0
471289,a,783.0,3.0,133746,12596.0,8.0
357939,c,2139.0,4.0,117806,2605.0,1310.0
364161,p,518.0,1.0,118361,4345.0,2.0
374197,j,20510.0,2.0,67049,66691.0,782.0
265120,h,38886.0,1.0,78185,5828.0,164.0
209263,j,479.0,2.0,71607,946.0,160.0
342756,i,4050.0,3.0,71496,5044.0,38.0
337861,j,495.0,1.0,107741,2240.0,4.0
206229,s,260.0,3.0,122210,8956.0,13.0
133894,c,6460.0,5.0,61420,6534.0,93.0
87393,x,2183.0,3.0,3731,500.0,10.0
245520,j,53032.0,1.0,174229,73392.0,3181.0
461129,h,6378.0,1.0,30366,5424.0,49.0
441476,j,197.0,2.0,165124,34789.0,15.0
16182,c,11964.0,9.0,20542,21084.0,474.0
384531,h,142.0,3.0,148166,11802.0,3.0
89287,i,143.0,2.0,127059,7787.0,2.0
441662,c,381.0,1.0,26108,2150.0,8.0
66794,p,575.0,1.0,175053,7201.0,5.0
213377,j,10108.0,3.0,46572,369.0,269.0
54733,h,135.0,3.0,62832,7168.0,4.0
116836,i,1859.0,3.0,87939,5085.0,7.0
183114,j,1293.0,1.0,141296,3935.0,6.0
254169,a,507.0,6.0,29418,11106.0,17.0
167450,j,802.0,6.0,47913,16694.0,54.0
223839,c,592.0,6.0,43753,10735.0,13.0
1129,s,1330.0,4.0,119795,1655.0,4.0
174766,j,1825.0,3.0,37746,16120.0,81.0
48111,p,2969.0,4.0,48060,12090.0,32.0
345013,a,2986.0,5.0,80405,1287.0,6.0
29106,j,18135.0,2.0,17578,8877.0,182.0
192179,i,2222.0,2.0,32966,6472.0,18.0
277527,p,217.0,3.0,76199,4072.0,9.0
198718,h,3799.0,1.0,76904,1234.0,9.0
156375,p,703.0,5.0,144711,14953.0,43.0
246179,i,148.0,1.0,93202,2604.0,25.0
392534,p,489.0,9.0,112216,90963.0,41.0
295761,c,303.0,1.0,107306,753.0,9.0
340026,j,195.0,1.0,172226,1757.0,5.0
164333,c,11409.0,3.0,12167,38687.0,504.0
465314,j,1614.0,2.0,105155,86423.0,127.0
411415,h,867.0,1.0,114264,2212.0,22.0
31622,i,376.0,2.0,4367,3744.0,2.0
201802,o,1236.0,17.0,94042,50608.0,85.0
25143,a,4216.0,3.0,6527,73219.0,223.0
313993,a,858.0,1.0,141687,15060.0,65.0
2782,j,2433.0,17.0,78744,336848.0,809.0
111786,s,303.0,3.0,94668,251.0,3.0
185842,j,7711.0,6.0,29739,15628.0,68.0
370538,j,8452.0,15.0,93702,22754.0,340.0
129289,c,0.0,5.0,159096,6865.0,13.0
378745,o,10322.0,7.0,110481,46185.0,495.0
40785,s,157.0,5.0,51090,30396.0,11.0
459511,h,13421.0,2.0,4963,1422.0,33.0
169056,c,1851.0,7.0,81557,28037.0,33.0
188732,a,149.0,3.0,169916,18377.0,48.0
468997,j,2426.0,4.0,98127,1245.0,7.0
109175,h,145.0,6.0,155435,109240.0,16.0
355855,j,0.0,8.0,165808,1722.0,40.0
231218,o,608.0,1.0,41463,7211.0,40.0
332039,x,402.0,3.0,150936,3093.0,0.0
356320,c,1683.0,1.0,152128,3458.0,21.0
425620,c,212654.0,2.0,73133,907.0,147.0
460879,c,416.0,2.0,7325,5640.0,2.0
115072,s,557.0,8.0,24391,28902.0,33.0
198517,c,4946.0,6.0,48022,19872.0,75.0
68591,s,859.0,1.0,17666,1247.0,2.0
200418,j,13.0,3.0,95876,297.0,4.0
288738,j,1406.0,7.0,135452,52196.0,123.0
263127,j,1936.0,5.0,98568,70081.0,110.0
27878,s,3425.0,1.0,45339,6575.0,51.0
457431,o,667.0,2.0,119470,6628.0,4.0
330932,p,729.0,3.0,15880,15632.0,27.0
11353,p,3748.0,4.0,115558,9824.0,37.0
376470,s,86870.0,3.0,171341,4927.0,739.0
218479,i,1254.0,4.0,16657,23366.0,163.0
334420,s,12178.0,11.0,29414,153992.0,1899.0
50967,j,664.0,8.0,57673,111007.0,124.0
213424,j,4131.0,7.0,65170,42933.0,128.0
419879,c,149.0,4.0,137520,26281.0,25.0
13767,p,26.0,1.0,155301,15685.0,7.0
340861,h,53138.0,5.0,61201,892.0,43.0
165123,s,36.0,1.0,63790,1743.0,3.0
78705,c,73.0,5.0,80714,16705.0,12.0
266030,j,801.0,3.0,149557,1435.0,7.0
36623,p,2513.0,2.0,53711,26175.0,51.0
378609,i,5835.0,4.0,18137,8517.0,124.0
49014,j,10036.0,1.0,57415,9039.0,111.0
54657,c,26.0,2.0,36424,19437.0,12.0
60766,c,1098.0,1.0,121869,5195.0,14.0
355767,c,3550.0,3.0,173425,31071.0,140.0
80985,c,17323.0,12.0,132650,362541.0,5458.0
422559,i,62.0,2.0,135585,5793.0,15.0
393877,j,1137.0,3.0,128002,6570.0,13.0
316225,s,88.0,5.0,157809,183.0,3.0
162987,c,5885.0,4.0,56987,98836.0,801.0
79567,c,443.0,7.0,67511,113568.0,218.0
7960,a,6672.0,4.0,173644,3707.0,36.0
353456,c,844.0,2.0,149257,18422.0,23.0
231755,s,7574.0,1.0,118013,858.0,9.0
100528,p,141.0,4.0,86705,36679.0,19.0
2816,p,1216.0,2.0,125533,198199.0,292.0
63801,h,2897.0,6.0,75716,56537.0,221.0
395090,a,3231.0,4.0,109264,20223.0,117.0
48510,j,243.0,1.0,73041,19779.0,104.0
220555,c,2582.0,1.0,98628,8403.0,23.0
256308,a,1661.0,1.0,66626,507.0,18.0
439338,p,28.0,2.0,51247,2199.0,7.0
394072,c,3726.0,5.0,29430,37284.0,138.0
134536,i,463.0,2.0,96757,13942.0,7.0
448300,s,1565.0,2.0,62148,529.0,2.0
36315,j,5562.0,7.0,71628,29155.0,170.0
219311,c,19224.0,2.0,119297,1757.0,43.0
231660,x,32.0,2.0,36328,2481.0,4.0
459387,i,128.0,6.0,5041,23797.0,21.0
320781,i,3.0,2.0,81399,1217.0,5.0
340170,c,1852.0,3.0,164097,19401.0,18.0
427435,j,33.0,5.0,25684,5317.0,9.0
59322,s,120367.0,3.0,19028,15855.0,1928.0
461686,i,353.0,4.0,155605,63775.0,99.0
160504,a,696.0,16.0,143222,236598.0,155.0
12754,c,50681.0,2.0,144201,225.0,17.0
451518,p,4934.0,1.0,15604,1979.0,7.0
465913,c,14685.0,2.0,38652,3939.0,97.0
451137,j,660.0,2.0,138100,60334.0,62.0
94293,c,189302.0,7.0,58866,17535.0,3180.0
209793,a,2897.0,5.0,144760,12554.0,83.0
465773,j,0.0,4.0,168463,47282.0,52.0
67431,j,735.0,2.0,86125,27399.0,35.0
171038,c,2095.0,3.0,95433,26445.0,46.0
101096,c,6501.0,3.0,27356,43046.0,587.0
462779,a,3102.0,7.0,15652,103883.0,265.0
85649,i,372.0,2.0,143554,4700.0,8.0
11127,i,6885.0,5.0,42835,6793.0,58.0
281888,c,104.0,1.0,150454,292.0,29.0
15008,a,10127.0,3.0,59684,21211.0,272.0
378967,c,9467.0,6.0,99960,24917.0,141.0
126737,p,2721.0,3.0,77412,4292.0,22.0
321007,j,1581.0,2.0,18362,16323.0,48.0
469519,p,147.0,3.0,91453,2707.0,3.0
300531,j,354.0,5.0,75307,11318.0,7.0
334717,j,87.0,1.0,145186,620.0,1.0
89897,c,4017.0,3.0,57482,46114.0,170.0
133522,j,42.0,4.0,34779,42536.0,15.0
178992,s,672.0,4.0,18164,9443.0,10.0
412314,j,13389.0,7.0,62680,26409.0,379.0
114328,c,2304.0,2.0,68997,6334.0,15.0
58529,c,177160.0,3.0,12448,2853.0,224.0
253531,j,981.0,3.0,113245,9161.0,20.0
201218,j,245.0,1.0,96376,6202.0,2.0
447283,x,378.0,1.0,126802,6554.0,5.0
368134,h,100.0,2.0,4971,5847.0,3.0
198266,p,18.0,2.0,155509,8297.0,0.0
331948,j,4784.0,8.0,172816,102374.0,445.0
445661,s,43.0,3.0,32931,5924.0,18.0
375369,c,1812.0,4.0,62477,3579.0,18.0
290860,h,586.0,3.0,3064,6562.0,13.0
376570,p,72313.0,3.0,44181,4702.0,266.0
331832,p,2854.0,5.0,119404,91321.0,324.0
247664,p,6374.0,1.0,48642,9747.0,147.0
423758,a,14913.0,2.0,44550,1036.0,26.0
305126,c,1802.0,5.0,144400,1363.0,13.0
111047,p,19523.0,10.0,21987,15991.0,272.0
35527,i,2547.0,2.0,125807,1826.0,14.0
99663,c,405.0,4.0,49451,3045.0,14.0
410856,i,288.0,4.0,45010,4253.0,12.0
33514,i,0.0,2.0,168096,15502.0,47.0
338729,j,1502.0,2.0,125093,4302.0,6.0
459422,c,2656.0,8.0,33476,66350.0,182.0
441714,s,10322.0,1.0,110481,239.0,35.0
112431,c,8185.0,3.0,142824,6358.0,55.0
142220,s,98.0,2.0,57096,101.0,3.0
243023,p,826.0,8.0,2966,15656.0,28.0
470611,c,1989.0,2.0,119770,1941.0,7.0
34846,h,2361.0,4.0,134410,57987.0,147.0
245091,i,2681.0,10.0,25092,75538.0,403.0
76746,a,2012.0,2.0,67129,1500.0,7.0
371084,a,666.0,3.0,14331,5404.0,10.0
185751,a,12259.0,13.0,64787,176001.0,3533.0
146777,h,13.0,2.0,82282,508.0,1.0
282211,a,209.0,4.0,14080,3902.0,9.0
325097,c,1113.0,5.0,71512,78234.0,116.0
102190,p,69.0,1.0,104556,7951.0,1.0
318931,p,2574.0,5.0,1356,48544.0,118.0
13705,j,8547.0,4.0,6968,6393.0,34.0
379338,p,962.0,3.0,25032,3796.0,18.0
271227,c,136.0,5.0,147753,22103.0,8.0
312834,p,98.0,6.0,175532,1236.0,5.0
309540,p,317.0,4.0,100424,1145.0,23.0
302992,p,1658.0,2.0,105023,14190.0,28.0
66369,h,17.0,1.0,36037,97.0,3.0
286361,p,2381.0,2.0,125440,1666.0,8.0
185615,j,2494.0,3.0,19222,183.0,0.0
58981,x,0.0,2.0,162338,1460.0,8.0
455088,j,51.0,3.0,162818,18658.0,3.0
417704,r,976.0,2.0,79115,1186.0,8.0
339422,a,51.0,2.0,49203,113.0,2.0
328573,j,96.0,1.0,99705,16898.0,6.0
319552,a,3347.0,6.0,87352,11007.0,51.0
335748,c,150.0,2.0,105381,2607.0,16.0
209354,p,1938.0,5.0,138574,3006.0,15.0
140960,s,7923.0,9.0,148371,7841.0,57.0
282350,p,826.0,5.0,108921,94436.0,200.0
356780,p,271.0,1.0,30100,5409.0,1.0
82923,i,8469.0,1.0,38032,273.0,12.0
239524,s,8182.0,3.0,46420,7248.0,70.0
462896,x,53.0,3.0,9731,302.0,12.0
32862,j,5748.0,0.0,146347,420.0,9.0
313384,s,1278.0,2.0,60470,12815.0,32.0
106913,c,660.0,10.0,147926,75891.0,126.0
99756,j,11950.0,1.0,35998,1296.0,11.0
405231,j,231336.0,2.0,71478,56840.0,18292.0
409156,o,329.0,1.0,55110,1104.0,5.0
58894,i,1274.0,2.0,36434,27609.0,48.0
230395,p,138.0,3.0,156271,5977.0,13.0
289301,j,4214.0,9.0,134108,31269.0,129.0
403162,j,15538.0,9.0,28173,63875.0,1637.0
84033,j,641.0,3.0,141166,2853.0,7.0
92522,j,283.0,6.0,96527,15942.0,3.0
219642,c,8749.0,7.0,17710,18395.0,191.0
316770,c,1874.0,2.0,45244,457.0,1.0
355339,h,125.0,3.0,172674,13401.0,2.0
429162,i,24095.0,2.0,45558,2533.0,80.0
401345,j,175.0,5.0,115372,9602.0,8.0
84590,h,11746.0,3.0,84518,939.0,15.0
353190,c,70.0,2.0,159165,18618.0,1.0
146151,c,75.0,2.0,89466,12498.0,4.0
277270,s,3093.0,5.0,17521,7019.0,232.0
275686,i,19222.0,2.0,8337,1642.0,33.0
210877,a,3120.0,1.0,110938,3336.0,23.0
268443,j,458.0,1.0,67582,194.0,7.0
215792,c,163.0,5.0,7869,4589.0,26.0
355206,c,17629.0,7.0,118809,8338.0,94.0
357549,j,299.0,1.0,126609,25648.0,12.0
300722,o,969.0,2.0,20462,1888.0,4.0
470804,p,320.0,2.0,27417,42035.0,14.0
126232,c,3405.0,2.0,86720,4593.0,18.0
117011,x,23255.0,1.0,140522,8434.0,181.0
27661,i,434.0,3.0,123367,1315.0,2.0
781,p,4456.0,4.0,76111,13624.0,47.0
300128,j,413.0,8.0,59362,75062.0,219.0
230664,j,11407.0,2.0,151451,10766.0,166.0
344982,h,1314.0,1.0,71335,2969.0,13.0
450480,c,2132.0,4.0,20089,27878.0,95.0
439405,h,683.0,2.0,2145,4396.0,10.0
214781,r,976.0,2.0,135424,2981.0,8.0
172850,h,2001.0,4.0,154692,2554.0,30.0
360942,h,705.0,5.0,12544,86263.0,120.0
425015,j,281.0,10.0,62285,34469.0,14.0
273694,i,1547.0,1.0,126425,8429.0,35.0
301482,c,4269.0,2.0,134382,29418.0,177.0
93095,p,0.0,1.0,155480,258.0,1.0
426531,a,89.0,1.0,112485,164.0,2.0
53571,j,34724.0,1.0,114003,27884.0,1120.0
5616,a,134.0,1.0,64775,13724.0,21.0
51760,r,110.0,3.0,115446,2935.0,16.0
328968,c,4643.0,2.0,125475,12326.0,57.0
148661,j,4582.0,1.0,108480,14335.0,70.0
125703,c,712.0,3.0,125593,10586.0,12.0
270647,a,2041.0,17.0,87518,245025.0,608.0
423727,c,1.0,3.0,158730,249.0,2.0
104136,i,87.0,1.0,24931,10875.0,12.0
201421,r,2884.0,1.0,103261,100.0,3.0
143736,s,2831.0,4.0,143669,12914.0,37.0
200865,p,2233.0,4.0,142315,50929.0,180.0
426724,p,12105.0,6.0,75931,79371.0,922.0
374989,o,4344.0,5.0,5045,16325.0,62.0
365017,s,3.0,1.0,159850,291.0,1.0
149773,j,3091.0,9.0,13194,253234.0,1711.0
218054,p,2236.0,3.0,117566,27578.0,51.0
382352,x,18.0,3.0,72963,1576.0,6.0
8274,i,123471.0,2.0,69315,5366.0,572.0
146418,a,604.0,4.0,76461,6865.0,153.0
172012,a,17002.0,3.0,41719,3982.0,92.0
164931,o,266.0,2.0,170033,61747.0,111.0
103621,j,860.0,3.0,27800,6547.0,58.0
166447,p,144.0,4.0,19109,40454.0,17.0
16504,o,60.0,2.0,3649,2275.0,4.0
337977,i,56.0,2.0,61480,3165.0,1.0
144039,j,2735.0,2.0,141009,23809.0,105.0
122465,i,1502.0,1.0,102469,136.0,0.0
286336,j,71.0,1.0,3352,9026.0,3.0
62148,i,2923.0,9.0,49931,212624.0,559.0
163478,j,396.0,2.0,106847,7420.0,5.0
332085,x,80.0,5.0,130692,11574.0,22.0
360746,c,8915.0,2.0,82269,123516.0,1825.0
59989,h,47.0,1.0,143003,11278.0,104.0
36116,h,285.0,4.0,13731,3717.0,4.0
401402,a,177.0,2.0,1546,35140.0,7.0
460179,j,387.0,6.0,145773,18776.0,17.0
271712,r,452.0,2.0,151675,1672.0,0.0
226735,j,260.0,6.0,174461,19261.0,10.0
26266,a,306.0,4.0,85291,5270.0,112.0
354255,a,12.0,2.0,158067,2058.0,0.0
381199,c,889.0,3.0,169468,78604.0,54.0
305756,j,68.0,2.0,69105,587.0,5.0
86585,s,10713.0,3.0,146325,2763.0,25.0
159444,r,71.0,2.0,93904,3759.0,3.0
273572,c,11044.0,9.0,20058,13125.0,219.0
428273,p,3163.0,8.0,10514,3171.0,13.0
143108,j,1906.0,5.0,171390,46727.0,95.0
380528,c,132.0,1.0,64024,1468.0,9.0
426849,s,13.0,2.0,68514,3947.0,4.0
209620,i,21369.0,3.0,93091,6732.0,112.0
354164,p,28.0,3.0,86222,2411.0,3.0
315191,x,18498.0,0.0,81676,510.0,65.0
257801,c,215.0,4.0,164982,2795.0,6.0
344934,j,1909.0,7.0,23804,5112.0,17.0
3118,j,5070.0,2.0,14410,7125.0,51.0
406662,c,35.0,3.0,160379,212.0,2.0
68709,i,3544.0,8.0,58415,19411.0,79.0
373503,j,2438.0,3.0,77702,16268.0,44.0
91625,o,1478.0,5.0,12506,1522.0,2.0
318934,j,331.0,12.0,51026,236717.0,113.0
365721,j,86.0,3.0,119522,38845.0,35.0
445517,j,0.0,1.0,158505,1571.0,1.0
252464,p,112.0,2.0,146586,2797.0,33.0
316668,c,14.0,1.0,78528,166.0,1.0
376173,i,25253.0,2.0,85429,1557.0,32.0
235191,j,1884.0,4.0,24568,30105.0,80.0
436035,h,1172.0,5.0,128271,265308.0,355.0
64718,c,1700.0,4.0,79201,7846.0,40.0
244844,j,183.0,3.0,72357,25858.0,6.0
155443,j,155.0,8.0,130097,19606.0,3.0
465458,a,12050.0,3.0,67158,28190.0,484.0
367853,j,40.0,2.0,88528,1179.0,3.0
235040,i,2044.0,5.0,135918,37567.0,133.0
81448,s,1418.0,2.0,90162,3263.0,8.0
373593,s,6056.0,16.0,51373,57199.0,272.0
337591,a,411.0,3.0,24237,10281.0,14.0
319987,p,2883.0,3.0,145324,15015.0,45.0
32780,o,12780.0,2.0,101907,4503.0,87.0
122706,p,1189.0,1.0,95793,12547.0,30.0
313404,j,1214.0,5.0,35859,99777.0,165.0
93034,a,17190.0,1.0,33560,20678.0,154.0
441107,c,135.0,2.0,160221,1809.0,0.0
208106,c,3094.0,3.0,58809,12253.0,31.0
201063,c,30395.0,2.0,223,441.0,31.0
87472,c,9515.0,5.0,11998,31931.0,228.0
30219,h,132.0,2.0,100301,24396.0,11.0
433350,x,78.0,2.0,104979,14983.0,4.0
102991,c,4150.0,3.0,50908,1327.0,4.0
384331,h,4611.0,2.0,54832,1696.0,12.0
79105,h,1345.0,2.0,126893,104722.0,206.0
150001,x,428.0,1.0,6172,276.0,1.0
443609,h,4093.0,4.0,4748,15929.0,106.0
151336,a,2818.0,1.0,52302,170.0,13.0
221489,c,654.0,3.0,124958,18564.0,11.0
246253,s,653.0,19.0,47013,40516.0,51.0
118462,i,4789.0,3.0,25535,3430.0,23.0
105497,i,755.0,2.0,100705,4277.0,3.0
226612,s,1947.0,1.0,54229,218.0,9.0
328370,a,71.0,7.0,42371,42711.0,61.0
434027,x,45140.0,2.0,2319,48640.0,2144.0
368951,j,611.0,11.0,171085,60734.0,34.0
33598,j,25.0,2.0,113853,2349.0,2.0
467807,a,718.0,3.0,11235,2177.0,5.0
402390,p,3268.0,1.0,14652,2236.0,27.0
108984,i,140.0,1.0,76199,1044.0,6.0
180872,c,458.0,2.0,21064,53489.0,29.0
316210,p,87042.0,11.0,58137,18955.0,1130.0
416717,j,4954.0,2.0,23107,51058.0,327.0
262132,c,51.0,7.0,104816,19805.0,212.0
152077,j,15597.0,3.0,137681,2588.0,28.0
307162,p,714.0,3.0,37169,1080.0,42.0
367434,a,283.0,1.0,11588,18317.0,17.0
417317,j,64346.0,8.0,134509,64611.0,4338.0
416723,p,65161.0,8.0,91033,70314.0,6254.0
358061,i,505.0,2.0,38261,10806.0,5.0
92021,c,113.0,4.0,161918,491.0,0.0
198608,r,3451.0,1.0,172486,16342.0,119.0
469685,j,964.0,2.0,73682,73.0,5.0
270296,j,49.0,2.0,44136,9385.0,10.0
357054,c,118.0,7.0,156903,14299.0,35.0
178525,j,19243.0,3.0,104710,16053.0,336.0
383931,a,474.0,7.0,49693,41927.0,75.0
412829,j,183.0,1.0,97942,506.0,4.0
103244,r,65.0,2.0,28607,551.0,36.0
109055,p,3027.0,3.0,131001,136384.0,524.0
173515,i,3361.0,1.0,170410,1432.0,3.0
89562,i,5646.0,3.0,147916,7559.0,61.0
218576,a,93.0,2.0,44682,3368.0,65.0
98210,c,11225.0,2.0,86358,248.0,6.0
320328,c,26539.0,4.0,75099,18973.0,728.0
406125,o,103.0,2.0,35115,5032.0,4.0
152782,p,8374.0,9.0,133654,102608.0,1054.0
2432,c,1234.0,2.0,62968,8741.0,32.0
285946,p,43309.0,3.0,33580,2837.0,125.0
303465,p,3178.0,19.0,109907,35538.0,126.0
3761,j,6.0,1.0,105592,648.0,0.0
360808,j,0.0,1.0,162137,101088.0,27.0
137236,c,116.0,1.0,72158,33682.0,5.0
201979,a,1.0,0.0,96699,377.0,17.0
427069,j,2817.0,4.0,98029,103529.0,291.0
462732,p,16073.0,12.0,23860,144865.0,2161.0
397206,c,1123.0,4.0,135467,3678.0,12.0
265171,i,329.0,1.0,86548,3002.0,18.0
114400,c,2141.0,2.0,147665,5928.0,23.0
12217,j,6205.0,1.0,54148,4889.0,37.0
93619,h,328.0,2.0,7116,97461.0,44.0
361478,a,21963.0,3.0,59246,4883.0,112.0
152594,x,107857.0,3.0,22836,1354.0,116.0
441921,p,4338.0,1.0,33627,4815.0,20.0
324615,c,562.0,8.0,111951,31025.0,55.0
42780,p,168.0,5.0,69139,3229.0,1.0
136222,h,272742.0,20.0,134443,446334.0,130180.0
468680,a,13733.0,1.0,12841,1823.0,42.0
144494,j,799.0,2.0,136635,11559.0,23.0
57594,c,22421.0,2.0,55265,28990.0,1132.0
28242,c,1.0,2.0,39322,172.0,0.0
264249,r,29758.0,9.0,81652,10813.0,554.0
246096,r,660.0,1.0,122128,1507.0,51.0
82227,a,1376.0,2.0,145186,3375.0,34.0
187430,c,16634.0,3.0,30079,11243.0,101.0
113859,a,6030.0,3.0,59225,70885.0,202.0
447229,a,20392.0,7.0,63605,9583.0,289.0
265619,p,2636.0,9.0,173759,109013.0,634.0
402481,c,46.0,6.0,137913,9789.0,12.0
